,class,transformed_tweet,len_word,num_word,positive_score,negative_score,sentiment
5932,2,eonline kimkardashian kanyewest mrs trash,41,5,0.0,0.0,0.0
5933,1,eonline looks like real dyke,28,5,0.385,0.0,0.2
5934,1,equallydestruct bitch firstly resting titties secondly u paying attention youd seen said rolled,95,13,0.0,0.257,0.125
5935,1,equallydestruct lmao fight know ghetto ass school dude highly doubt since give fuck,83,13,0.161,0.51,0.12
5936,1,ericxmorrison ca get rid easily bitch,37,6,0.235,0.373,0.43333333333333335
5937,2,erinscafe bu hate playa yankees hate yankees payroll hate dodgers,65,10,0.0,0.613,-0.8000000000000002
5938,1,erinscafe watch baseball actually go mets jon stewart fuck yankees,66,10,0.0,0.28,-0.2
5939,1,erinscafe hate yankees though right feel like really good hating,64,10,0.3,0.384,0.06190476190476187
5940,2,erinscafe hate cowboys yankees,30,4,0.0,0.552,-0.8
5941,2,eruditetina orgleader hey revjjackson dont u get involved black black situations hate whitey b honest mikebrown,111,16,0.174,0.195,-0.13333333333333333
5942,1,bitches,7,1,0.0,1.0,0.0
5943,1,know imma broke ass bitch,25,5,0.0,0.835,0.0
5944,1,bitch please trying say closer philly,37,6,0.228,0.376,0.0
5945,1,pussy pussy pussy,17,3,0.0,0.0,0.0
5946,1,bitch,5,1,0.0,1.0,0.0
5947,1,espn stop blowing spurs pussies halftimespeech,46,6,0.0,0.306,0.0
5948,1,kids must wear bicycle helmets,30,5,0.0,0.0,0.0
5949,1,,0,0,0.0,0.0,0.0
5950,1,pussies,7,1,0.0,0.0,0.0
5951,1,eze12373 come rape wife bitch boy,33,6,0.0,0.68,0.0
5952,1,fabbymichelle bitch 9995 128514,31,4,0.0,0.559,0.0
5953,1,fabbymichelle cause wan na see bitch ass,40,7,0.0,0.593,-0.2
5954,1,fabbymichelle one bitches make money,36,5,0.0,0.494,0.0
5955,2,fairflattaxnow joenbc hey teabagger law made felony keep collect records get facts straight,91,13,0.116,0.213,0.2
5956,2,fairflattaxnow discredited per government study good factual pay bills moocher teabaggers republicans,101,12,0.164,0.384,0.7
5957,1,fallenloki notoriousbm95 buckm00se lmfaooo many returns faggot gotten,69,8,0.0,0.386,0.5
5958,2,,0,0,0.0,0.0,0.0
5959,2,fawfulfan bigkahuna919191 alfranken birds feather go away,57,7,0.0,0.0,0.0
5960,1,feliciawolfee thanks hoe 128522,31,4,0.492,0.0,0.2
5961,1,felicity182 pussy ur mouth really good stress reliever doctors recommend,72,10,0.482,0.176,0.7
5962,1,felicity182 think u need massage pussy mouth make u feel less stressed u think,78,14,0.0,0.174,-0.16666666666666666
5963,1,felipefrost23 whatever want since lying ass bitch ass childish ass mother fucker,80,12,0.044,0.82,-0.2
5964,1,femalejokerhoee yeah sucks like fags oh nevermind fags nfl,58,9,0.356,0.189,-0.3
5965,2,fennecuskitsune got sole,24,3,0.0,0.0,0.0
5966,1,feverspell nyrkelsmads 1dgroupiegossip uk fag means cigarette faggot bundle sticks homo,87,11,0.0,0.455,0.0
5967,1,finnj97 admit started shit calling bitch move 128129,52,8,0.127,0.521,-0.2
5968,1,finnj97 bitches,15,2,0.0,0.796,0.0
5969,1,search ann davis match image results,36,6,0.0,0.0,0.0
5970,1,firemunky said vagina fag seen movie,36,6,0.0,0.383,0.0
5971,1,firemunky become nation giant dripping whiny pussies anyway make dude president iraq even man,93,14,0.0,0.0,0.0
5972,1,,0,0,0.0,0.0,0.0
5973,1,floridalex51 might need pummel bitch 128074 128071,50,7,0.0,0.388,0.0
5974,1,flyyimpact yo follow back nigguh,32,5,0.0,0.0,0.0
5975,2,foreverschmoked vertical nip bars already horizontal ones think look hella cute,79,11,0.248,0.0,0.5
5976,2,forgivemehera also put touch mix,32,5,0.0,0.0,0.0
5977,1,pussy,5,1,0.0,0.0,0.0
5978,1,still ugly hoe still look like muffie arthur 128527 128527 128526 128526,72,12,0.158,0.209,-0.7
5979,2,frankthetank215 fran hillbilly virginia mountain man white beliefs frankensteinmd kikme,87,10,0.0,0.0,0.0
5980,1,frankxlz fuck frank pussy,25,4,0.0,0.538,-0.4
5981,2,aid workers r spies,19,4,0.0,0.0,0.0
5982,1,freddurst shut faggot one cares,31,5,0.288,0.423,0.0
5983,1,freeyungnwild bitches talk shit got right swerve god damnit da shittt,69,11,0.105,0.545,0.042857142857142844
5984,1,freeyungnwild nigguh,20,2,0.0,0.0,0.0
5985,1,,0,0,0.0,0.0,0.0
5986,1,freshestcrook lmao lyin sis bitch told light bulb whole wide world light today ca fuck,86,15,0.168,0.315,0.18333333333333335
5987,1,fucktyler fuck spear chucker,28,4,0.0,0.538,-0.4
5988,1,fucktyler lmao bitch dumb slap,30,5,0.404,0.522,0.11249999999999999
5989,1,fucktyler tyler makes think lil nigger baby hoodrats,52,8,0.0,0.381,0.0
5990,1,fuckin name hoe,15,3,0.0,0.0,0.0
5991,1,gcan28 jeremywgr everyone bitches anyways guy ca win fans would run revis prime,79,13,0.203,0.209,0.8
5992,1,gabbella03 rt something else another bitch panties love swear,61,9,0.276,0.329,0.5
5993,2,huntermoore would make great baby bird pic bruh,47,8,0.369,0.0,0.8
5994,1,gabebaxter text fag,19,3,0.0,0.608,0.0
5995,1,gallinofmilk fight hoe,22,3,0.0,0.565,0.0
5996,1,haha ya hit hoe right,21,5,0.429,0.0,0.24285714285714285
5997,1,lol bad forgot hoe made ya sad,30,7,0.209,0.493,-0.13333333333333328
5998,1,rt see watch finna hit hoe put,30,7,0.0,0.0,0.0
5999,1,bitch following u first place get fuck tl,41,8,0.0,0.593,-0.05000000000000001
6000,1,bitch ever seen fight even talking shit,39,7,0.0,0.714,-0.2
6001,1,bitch shut yo little ass fucking color emo faget ads nigga u call dumb u know shit,82,17,0.0,0.558,-0.340625
6002,1,bitch like pussy go away u much talking much talk fist u get yo dad little fuc,78,17,0.13,0.197,0.07083333333333335
6003,1,one bitches talking shit bout shit,34,6,0.0,0.787,-0.2
6004,1,shit hoes hoe pretty sure u level,33,7,0.455,0.298,0.18333333333333335
6005,1,wow u hoe term women,20,5,0.559,0.0,0.1
6006,1,hate japs aint forgetting gettin japped either,46,7,0.0,0.381,-0.8
6007,1,geezuss562 ur fucken lame bitch 128536,38,6,0.0,0.623,-0.5
6008,1,thats thot pussy 128514,23,4,0.0,0.0,0.0
6009,1,whatever hoe bitch 1 fags beat yall sad asses,45,9,0.0,0.535,-0.5
6010,1,genuinemitzi nonvictional fags,30,3,0.0,0.0,0.0
6011,2,geokthree literally told face trash shop hooping,48,7,0.0,0.0,0.0
6012,1,georgiathenewsa rosaalbae tits may better looking face makes like asian latina tranny facts,91,13,0.312,0.11,0.25
6013,1,georgiathenewsa look like welfare bitch compared latinas date fuck need fashion makeup tips tbh,95,14,0.12,0.351,-0.4
6014,2,gerfingerpoken2 job us prez protect us throw trash ebola er cost daniel money amp lives dog,91,16,0.148,0.0,0.0
6015,1,buckm00se lol faggot hid moon boss helping,42,7,0.362,0.42,0.8
6016,1,maniac3x buckm00se never moose lol log faggot finished,54,8,0.0,0.529,0.8
6017,1,maniac3x bam00se mean bro fucking faggot,40,6,0.0,0.484,-0.45625
6018,1,bitch come bitch scared coward man enough fuck ca last two minutes world bitch,78,14,0.0,0.722,-0.13333333333333333
6019,1,die car accident faggot,23,4,0.0,0.919,0.0
6020,1,gunna let bitch like,20,4,0.301,0.458,0.0
6021,1,like dont really think dont think queers deserve happy ending,61,10,0.437,0.0,0.5
6022,1,giannarromano fuckin moulinyan 127814,37,4,0.0,0.0,0.0
6023,1,giantsniners85 definition little squirrelly bitch,49,5,0.0,0.468,-0.1875
6024,2,via teapot,10,2,0.0,0.0,0.0
6025,1,gillbowski7 masiblatnoy fuckkn hate fights big pussy time,57,8,0.0,0.516,-0.4
6026,1,bitch,5,1,0.0,1.0,0.0
6027,1,ginamariez im ole bitch memphis tn think u rock also,52,10,0.0,0.322,0.0
6028,1,glaad guys cry whine whenever someone says faggot ridiculous,60,9,0.0,0.714,-0.3333333333333333
6029,2,,0,0,0.0,0.0,0.0
6030,1,gmalko1 jakeywakeyz hour home chillin working pussy 128536,58,8,0.0,0.0,0.0
6031,1,gmalko1 lmaooo fag,18,3,0.0,0.608,0.0
6032,1,godrocamora416 faggot,21,2,0.0,0.815,0.0
6033,1,goldielocks512 bitch pussy,26,3,0.0,0.655,0.0
6034,2,goldietaylor thegrio puppets like intentionally forever cripple people ability unify eco political consensus,108,13,0.304,0.0,0.0
6035,2,goldiethegamma cloprestiwfan referring second put vick slot play trash,70,9,0.231,0.0,0.0
6036,1,goldnsilvercoin theoregonianboo repbonamici god forbid actually voted give people affordable insurance rates bitch teabag,121,14,0.109,0.318,0.0
6037,2,goldnsilvercoin worst terrorists republican teabaggers,54,5,0.0,0.732,-1.0
6038,2,goldnsilvercoin guys company best year ever obama conservative teabaggers scum,78,10,0.318,0.0,0.35
6039,1,ur sassy white trash change ur username,39,7,0.0,0.0,0.0
6040,1,,0,0,0.0,0.0,0.0
6041,1,,0,0,0.0,0.0,0.0
6042,1,grandeftlou bullying know u could bully internet bitch came idk u mentions bruh,79,13,0.0,0.637,0.0
6043,2,greekkid31 tarasetmayer thewilldunne yes true reagan first ike wouldnt president supreme allied commander,105,13,0.299,0.159,0.3
6044,2,gregorious13 understand trash everywhere wait till go somewhere one,67,9,0.0,0.0,0.0
6045,1,gregorykohler yo girl whats yr potential wan na retard,54,9,0.0,0.298,-0.3666666666666667
6046,1,greyyygoose jawshoeeahhh bitch lol,34,4,0.326,0.442,0.8
6047,2,grinand btw happy birthday charlie get better soon,50,8,0.524,0.0,0.65
6048,2,stay safe charlie,17,3,0.592,0.0,0.5
6049,1,grrizziy yungxsmba place ho garden,34,5,0.0,0.0,0.0
6050,1,grrizziy pudding right pussy,28,4,0.0,0.0,0.2857142857142857
6051,1,grrizziy right fucking pussy,28,4,0.0,0.0,-0.15714285714285714
6052,2,gundeathjournal ackdoc nra lax gun laws ur retarded murder bcuz one defend crooks guns,86,14,0.0,0.495,-0.8
6053,1,gusandrews hey still lambdamoo really empty nobody talk except asshole bird,75,11,0.0,0.173,-0.1
6054,1,gusunger feels like video band would pussy releasing thank god spiritualized still around make,94,14,0.392,0.0,0.0
6055,1,gvvenivere learn type ya hillbilly,34,5,0.0,0.0,0.0
6056,1,gypsydylann real girls like impress bitch 128075,48,7,0.409,0.288,0.2
6057,1,hadley106 zimm16 bailey gettin pussy,36,5,0.0,0.0,0.0
6058,1,drapermark37 humans evil man cutting tusks beautiful animals chinks think get hard,82,12,0.203,0.38,-0.2604166666666667
6059,1,way gym already thx bitch,25,5,0.269,0.409,0.0
6060,1,hannahtherapper yunglust certain season comes around time hoe,61,8,0.231,0.0,0.21428571428571427
6061,2,hardball milbank chris stop angry bird spitting n dana go hail ur racial tendicies u infor carter rt n u never talk abt,119,23,0.057,0.241,-0.5
6062,2,hardball jimmy want talk trash would could chris stop talking spitting,70,11,0.104,0.176,0.0
6063,1,shitpussiessay hoe,18,2,0.0,0.0,0.0
6064,1,bitch goin,10,2,0.0,0.792,0.0
6065,1,bitch going,11,2,0.0,0.792,0.0
6066,1,hoe,3,1,0.0,0.0,0.0
6067,1,k bitch niggas,14,3,0.0,1.0,0.0
6068,1,stupid bitch apparently,23,3,0.0,0.878,-0.37499999999999994
6069,1,haydenhill13 aknadnrye khalilreed indeed nigga used use nigger,62,8,0.0,0.381,0.0
6070,2,haylebopp diaval gets pass virtue mostly bird,45,7,0.318,0.0,0.5
6071,2,haylebopp last year explain queer theory acceptable academic term,65,9,0.223,0.0,0.0
6072,1,haylgroot bitch 128530 yeah caught red handed sorry jennholly,61,9,0.165,0.383,-0.25
6073,2,hayyllss merry christmas hun 127877 127876 10084 65039,54,8,0.333,0.0,0.0
6074,1,hazelinaaax3 kristiexox3 fuck olive bitch,41,5,0.0,0.709,-0.4
6075,1,heartlle bitch look like gon blow away fr,41,8,0.203,0.309,0.0
6076,2,heavensenttynae nd kno much love clams lol,42,7,0.583,0.0,0.65
6077,2,heavensenttynae kno love stuffed clams bai,42,6,0.457,0.0,0.5
6078,1,hekterr stop half breed starting learn makes dumb ass,53,9,0.0,0.6,-0.18055555555555555
6079,1,helenyvonnem already retarded,29,3,0.0,0.649,-0.8
6080,1,helliesmalls huntermoore crazy bitch,36,4,0.0,0.756,-0.6
6081,1,hellobaphomet sure ai colored,29,4,0.434,0.0,0.5
6082,1,helloookrisssy lol got nothin nobody witta man sayin summa hoes lyingggggg,74,11,0.219,0.0,0.8
6083,1,hellootitty nigger,18,2,0.0,0.811,0.0
6084,1,hernandez719 ayy might well get fat hoes even like abs nomo like balla bellys,77,14,0.392,0.0,0.0
6085,1,heydenbunsyolo jordan536633 bitch u u look like full breaded cracker,68,10,0.203,0.309,0.35
6086,1,heydenbunsyolo jordan536633 yea native black proud bitch,56,7,0.261,0.319,0.3166666666666667
6087,1,heydenbunsyolo suppose go team beat us retarded,47,7,0.0,0.381,-0.8
6088,1,heydenbunsyolo really u use another nigga name u follow nigga fucking like faggot kok eyed mother fucker,104,17,0.117,0.378,-0.19999999999999998
6089,1,heydenbunsyolo bitch u go read wtf put,38,7,0.0,0.655,-0.5
6090,1,heyrmbr never played halo busy slaying bitches,46,7,0.0,0.543,0.1
6091,1,heyrmbr probs fag vhia,22,4,0.0,0.508,0.0
6092,1,heyyayled dgaf hoe,18,3,0.0,0.0,0.0
6093,1,heyyayled repeat u white trash,30,5,0.0,0.0,0.0
6094,1,would know cause fuck hoes,26,5,0.0,0.467,-0.4
6095,1,hidalgoparadise lol hoe bitch ass,33,5,0.231,0.603,0.8
6096,1,hoe,3,1,0.0,0.0,0.0
6097,1,hmianturner boooooi tmi hoes,28,4,0.0,0.302,0.0
6098,1,hoes 9829,9,2,0.0,0.0,0.0
6099,2,holmes0786 yellow cake amp chocolate frosting,45,6,0.0,0.0,0.0
6100,1,holyh00ker looks like pretty dyke 128129 10024,46,7,0.533,0.0,0.25
6101,2,hotzgeor kept border open disease central america lowest workforce part since carter yep real boon nc thomtillis,112,17,0.111,0.131,0.06666666666666667
6102,1,hunterbuch66 sbsylvester u pull fucking retard,46,6,0.0,0.48,-0.9
6103,1,hunterbuch66 sbsylvester bitch even know wtf r u talking nigga stop fucking dreaming,84,13,0.0,0.551,-0.55
6104,1,hunterbuch66 sbsylvester yo fat ugly ass could even pull ugly bitch school,74,12,0.0,0.635,-0.7
6105,1,hwkj01 pushinweight dmankow69 astropatriot somebody much moron pussy belong force,81,10,0.0,0.262,-0.8
6106,2,hxhsharingan666 make animal cracker taco,40,5,0.0,0.0,0.0
6107,1,i2ose full niggers,18,3,0.0,0.0,0.35
6108,1,briscoefunnyguy lmaoooo hoe look like 128058,44,6,0.333,0.0,0.0
6109,1,briscoefunnyguy naw drop bitch south dallas rest homeless dogs,62,9,0.0,0.457,0.0
6110,1,,0,0,0.0,0.0,0.0
6111,1,teflondon4200 mammy push white baby like bitch,46,7,0.221,0.336,0.0
6112,1,,0,0,0.0,0.0,0.0
6113,1,like bitch gram,15,3,0.342,0.521,0.0
6114,1,lol would beat hoe,18,4,0.483,0.0,0.8
6115,1,iammarshall27 yeah man niggas dipped cars left barn getting chased ghetto bird,78,12,0.151,0.164,0.0
6116,1,young thug ai earn strips yet lol 2k14 bangers wiz dat cuz lil nigguh rap game lol,82,17,0.272,0.0,0.325
6117,1,ibanexx misflame deathcorebabe wan na get looked funny say nigger public,72,11,0.179,0.265,0.016666666666666663
6118,1,basically foams 8 ugly dem bitches look big long floppy nh,58,11,0.184,0.414,-0.25
6119,1,idosexwell mamijuuki baddiies ajukiwebster nerve hoes,53,6,0.0,0.0,0.0
6120,1,igivepussycpr baker planted bitch white guy lights wick 128163,62,9,0.0,0.322,0.0
6121,1,igivepussycpr monkey amp cigarette dead serious 128514,54,7,0.0,0.528,-0.19444444444444442
6122,1,ih8tvvitterhoes breezyfrmdablok female dms talking another nigga faggot b,73,9,0.0,0.386,0.0
6123,1,ih8tvvitterhoes breezyfrmdablok tell sounds stupid pretending female talking guy faggot,87,10,0.086,0.481,-0.39999999999999997
6124,1,ih8tvvitterhoes breezyfrmdablok mean nice try right nigga faggot wan na argue bout anything else continue,105,15,0.13,0.315,0.09330357142857142
6125,1,ikeithdjack bitch houston,25,3,0.0,0.655,0.0
6126,1,illegallybadd boy said last night gym bc refuse sloppy like bad built bitches lol,81,14,0.222,0.402,-0.07916666666666661
6127,1,illmak3ufamous oh bitch saw instagram post screamed,51,7,0.0,0.55,0.0
6128,1,ilikegirlsdaily rate hoe makeitknasty,37,4,0.0,0.0,0.0
6129,1,ilovequi hoe suck,17,3,0.0,0.592,0.0
6130,1,learned great asia torres 128583 take notes bitch 128514 128514,63,10,0.258,0.239,0.8
6131,1,eew bitch get carrrr,20,4,0.0,0.559,0.0
6132,1,inurselisa mailonline see dis happens colored man move 160 neighborhood ai sick fo 10 days,90,15,0.0,0.191,-0.7142857142857143
6133,1,inurselisa blackredsoxfan nice way callin honkies,49,6,0.359,0.0,0.6
6134,1,iskypeyourmomz trapgod3sss really thuggin wtf look like hanging around lil chipotle jamba juice ass bitches 8221 like 128686 128686 128557 128514 128557 128514,159,23,0.145,0.333,-0.15
6135,2,istandy chunky,14,2,0.0,0.0,0.0
6136,2,p,1,1,0.0,0.0,0.0
6137,1,itakeovertls home one hoe katrina,33,5,0.0,0.0,0.0
6138,1,iamjayuno shuddup hoe,21,3,0.0,0.0,0.0
6139,1,iamshiraq ion fb niggas twitter ai worried amp ig nigga foe everybody try 128514 bffl got hoes,94,17,0.0,0.349,0.0
6140,1,fuckin bitches talkin shit bout get hit,39,7,0.0,0.6,-0.2
6141,1,iambillyshears shoulda came family dinner tonight talked shitting negros,72,9,0.0,0.259,0.0
6142,2,iamkrause ai never orderin colored pizza stow,45,7,0.0,0.0,0.0
6143,1,iamkrause see da dayd presidents coz bitches hoes makin money day way,69,12,0.0,0.262,0.0
6144,1,ianbmaggard im going miss big nig,33,6,0.0,0.242,0.0
6145,1,ianbmaggard lol kids act redneck oviedo,39,6,0.359,0.0,0.8
6146,1,iank12 bitch,12,2,0.0,0.792,0.0
6147,2,icpchad unseeingeyes monkey look like,37,5,0.385,0.0,-0.05
6148,1,idclogan bad ass bitch,22,4,0.238,0.667,-0.6999999999999998
6149,2,idkconstancio trash,19,2,0.0,0.0,0.0
6150,2,idochips honky tonk badonka ankh,32,5,0.0,0.0,0.0
6151,1,iiak lmaoo boy think benny heard lol blasting bitch,51,9,0.206,0.279,0.8
6152,1,iiak yea ima spin yo hoe 15 12,30,8,0.0,0.0,0.0
6153,1,128514 128514 128128 128128 128128 128128 bitch outta line,58,9,0.0,0.322,0.0
6154,1,ijrojo lanahudsonnn r u still talking smh bitch idgaf u stfu talking u going around circles,91,16,0.0,0.379,0.0
6155,1,ileny13 gisellemaryy fuck hoes meaning stfu hoes lol 128517,59,9,0.211,0.263,0.2
6156,1,ileny13 gisellemaryy fuck hoes,30,4,0.0,0.538,-0.4
6157,1,illbreatheyouin happy birthday faggot,37,4,0.366,0.436,0.8
6158,1,djdynamiq edrobersonsf top notch bitches,40,5,0.207,0.448,0.5
6159,1,concerned much lady makes bitch shit need ego stroked,53,9,0.0,0.514,0.0
6160,2,ilovemytroops senatortimscott see feel betrayed racism comes shocked call uncle tom bitter loser,96,13,0.0,0.675,-0.39999999999999997
6161,1,ilovetmills faggot,18,2,0.0,0.815,0.0
6162,1,ok hoe,6,2,0.688,0.0,0.5
6163,1,128527 128527 128527 yas bitch much fun,39,7,0.273,0.314,0.3
6164,2,imdevincarlson trash,20,2,0.0,0.0,0.0
6165,2,imgooby funny trash,19,3,0.592,0.0,0.25
6166,1,imgorejess unloyal retard,25,3,0.0,0.63,-0.9
6167,2,,0,0,0.0,0.0,0.0
6168,1,immspeed whatchu gon bout bitch,31,5,0.0,0.487,0.0
6169,1,swear disgraceful like bitch line really dry day get emails pacsun 128557 128299,80,13,0.143,0.286,-0.06666666666666665
6170,1,infidelpamelalc allah kiss ass yes muhammed bitch like osama binladen,69,10,0.394,0.36,0.0
6171,1,infidelpamelalc going blame black man since always blame whitey equal opportunity hater,87,12,0.152,0.413,-0.08333333333333333
6172,1,itsjustlindaa name ollie bitch,30,4,0.0,0.559,0.0
6173,1,inthekcmix pau pissed like boozer pissed bulls fan 2 soft faggots,65,11,0.214,0.562,0.1
6174,1,inthekcmix simmons acted like bitch doc left la 128514 128514,61,10,0.175,0.266,0.0
6175,2,inthekcmix last planet apes kids minute,39,6,0.0,0.0,0.0
6176,1,inthekcmix twitter folks folks mad someone calls nigger,55,8,0.0,0.556,-0.625
6177,2,intrepidokie nice lie teabagger want see make real like reagan conservative another huge lie,92,14,0.471,0.0,0.4000000000000001
6178,1,iowahawkblog jjauthor gt davidmasciotra get past boot camp go active years see really daily liberal pussy,105,16,0.255,0.0,-0.12777777777777777
6179,2,iowahawkblog also recommend 6pack shiner bock 12 hours brisket duty pit feeding oak coals 128521,96,15,0.152,0.0,0.0
6180,1,irwinhype thank much bitch move pull thank 10084 65039,54,9,0.338,0.257,0.2
6181,1,huntermoore fuck tight pussy dripping wet,41,6,0.0,0.412,-0.2261904761904762
6182,1,isaabbellla haha bitch 128514 really tho good catch yo pretty fun last time chilled,83,14,0.498,0.149,0.275
6183,1,isaabbellla yo nig cheeseball,29,4,0.0,0.0,0.0
6184,1,ouuuuufffff see pussy,21,3,0.0,0.0,0.0
6185,1,karma bitch bruhh,17,3,0.0,0.655,0.0
6186,1,itsjaylaaa fight bitchez bitch much,35,5,0.0,0.681,0.2
6187,1,itsjaylaaa eat shit nigga bitch turd bag dick beetle,52,9,0.0,0.641,-0.2
6188,1,itsjaylaaa bitch sure,21,3,0.324,0.535,0.5
6189,1,itsjustmexo ur cunt nd wish faggot,34,6,0.203,0.571,0.0
6190,1,itskingdee ion got ta bitch ass thang dont like wtf im saying unfollow,70,13,0.143,0.438,-0.5
6191,1,itssdaviddd retard alert,24,3,0.333,0.515,-0.9
6192,1,ittybittyber playas fuck lmao like trash forreal crazy one see 128064 128064 128565,83,13,0.3,0.277,-0.13333333333333333
6193,1,itzbreak spear chucker hell,27,4,0.0,0.605,0.0
6194,1,buckm00se blocked annoying ass sand nigger claims biased yet one say anything khan,82,13,0.0,0.648,-0.8
6195,1,maniac3x play together soon playing random faggots fun,54,8,0.478,0.268,-0.1
6196,1,least put caption stealing pic fag lol,38,7,0.206,0.5,0.25
6197,1,looks ghetto fuck,17,3,0.0,0.636,-0.4
6198,1,amp 4th guinea pig haunt,24,5,0.0,0.403,0.0
6199,2,izziorizzi trash talker brah polite diplomatic court,52,7,0.0,0.0,0.0
6200,1,pussy would show bro,20,4,0.0,0.0,0.0
6201,1,pussy,5,1,0.0,0.0,0.0
6202,1,shut miss fag,13,3,0.0,0.825,0.0
6203,2,ca see flipping bird,20,4,0.0,0.0,0.0
6204,1,jacksparenohoe hotter pussy pepper patch makes shit anyways,59,8,0.0,0.34,-0.2
6205,1,jacksparenohoe lem cheer bitch,30,4,0.363,0.418,0.0
6206,1,jacksparenohoe let hang nigger,30,4,0.0,0.589,0.0
6207,2,jacobkesler pick sc take us nip cr,34,7,0.0,0.0,0.0
6208,2,jacquebland weird see local yokel journalist get worked enough take pointed side though thought impartial,105,15,0.0,0.108,-0.16666666666666666
6209,1,care saying calling someone bitch still calling someone name,60,9,0.229,0.271,0.0
6210,1,jacquibreed ok sink level special kind bitch,44,7,0.55,0.252,0.48571428571428577
6211,1,,0,0,0.0,0.0,0.0
6212,1,fucking bitch,13,2,0.0,0.804,-0.6
6213,1,lmao fucking bitch ima whoop like yesterday trying update roster,64,10,0.366,0.234,0.0
6214,1,jakeysinclair kamenmypants puff pass porn tablet run bitch assless chaps swearing catholic,90,12,0.0,0.367,0.0
6215,1,jakiekoelewijn nigga bitch u fucking cracker get gay ass mentions,65,10,0.0,0.51,-0.09166666666666665
6216,1,jalenwanna bad bitches,22,3,0.0,0.881,-0.6999999999999998
6217,1,janisjayy real gangsters knoww nate aint never loved hoe,56,9,0.244,0.0,-0.07499999999999998
6218,1,jaredlikelndn monkey dong,25,3,0.0,0.0,-0.05
6219,1,jasmyncyniquee bitch subtweeted,31,3,0.0,0.655,0.0
6220,1,jasongregory674 devondude1234 fuck yeah hot big blk boots scally lad would get,78,12,0.14,0.223,-0.05000000000000001
6221,2,jasonjwilde 4th incompletion slants looked like better options shame 8217 youth amp lack trust going,100,15,0.361,0.224,0.5
6222,1,jaspen7 dumb hoe haha already lost thing ya gave today 128557,61,11,0.181,0.337,-0.0875
6223,1,jaspen7 haha hoes go hard nigga stooooned lol,45,8,0.475,0.115,0.23611111111111113
6224,1,jaureguisturnt bitches smell like farts holdin since 5th grade,62,9,0.187,0.291,0.0
6225,1,bad bitch shit forever 128123 128520,36,6,0.0,0.784,-0.44999999999999996
6226,1,uhh bitch never overplayed itv,30,5,0.0,0.487,0.0
6227,1,yeah niggas straight bitches,28,4,0.394,0.606,0.2
6228,1,jaymohr37 yeah one wanted followers got ta work bitch,53,9,0.169,0.292,0.0
6229,1,jayswaggkillah fag,18,2,0.0,0.756,0.0
6230,1,jayswaggkillah fag,18,2,0.0,0.756,0.0
6231,1,jazminesmazmine dykes even human tbh like empowered dress like man like bitches alien shit,90,14,0.312,0.312,-0.15
6232,1,,0,0,0.0,0.0,0.0
6233,2,jazqui partially glad say hi ho kermit frog slip kermit voice well,66,12,0.338,0.0,0.5
6234,1,jballinbutts420 sameeee bitch asss lol,38,5,0.292,0.396,0.8
6235,1,jcharles25 tkelce tryna fuck bitch game nah,43,7,0.0,0.685,-0.4
6236,1,jdickerson scottpelley bobschieffer racist ntx trash w norahodonnell hate see particular man wh n butler,104,15,0.0,0.412,-0.3166666666666667
6237,1,jdimenstein jagexlyon yeah get trouble less percent chance mistake fucking retard,81,11,0.213,0.462,-0.4222222222222222
6238,2,jeffgill24 hey teabagger bohner said got 98 wanted sequester sound like moron everyone knows lying,98,15,0.118,0.313,-0.2
6239,1,jeffjam toddgunter cgoodwoman else teachers constantly bitch pay,64,8,0.0,0.464,0.0
6240,1,got bitches though,18,3,0.0,0.661,0.0
6241,1,jemelehill 8ironz85 said ok u let ur man punch u ur pussy long makes u cum,74,16,0.155,0.0,0.225
6242,1,jenlanaex3 scared pussy,23,3,0.0,0.592,0.0
6243,1,jennaferjenbub nice profile pic fag,35,5,0.315,0.348,0.6
6244,1,jennahnorberg always call away ya need nigs,43,7,0.0,0.0,0.0
6245,1,jennahnorberg retarded lol jk,29,4,0.5,0.394,0.0
6246,1,jennahnorberg ehh tough yeah lol jk course niglet,49,8,0.556,0.121,0.20555555555555557
6247,1,jennybaquing terms like honkey cracker peckerwood stereotypes white people fucking kids sisters racist sweet,108,14,0.265,0.205,-0.08333333333333333
6248,1,jennydigi pussy put yo ass sleep calling nyquil,47,8,0.0,0.333,0.0
6249,2,jermhudson lanele123 way dude fat diet twinkies devil breakfast tacos miss breakfast tacos 128514,97,14,0.0,0.333,0.0
6250,1,jeronimosolano pussy talk friend seem hard,42,6,0.372,0.163,-0.2916666666666667
6251,1,jerryrscuba bare ass cunt hear,30,5,0.0,0.691,0.05
6252,1,jerseyzbest74 aye hoe,21,3,0.0,0.0,0.0
6253,1,jesjosie eff dem hos,20,4,0.0,0.0,0.0
6254,2,jesseleesoffer totally smells like brownies every day walk work,63,9,0.258,0.0,0.0
6255,2,jessespector bird hats gt every hat,35,6,0.296,0.0,0.0
6256,2,jessespector bird hat hats hats beat,36,6,0.0,0.0,0.0
6257,2,jessicacassell1 find new hillbilly spiritweek,45,5,0.0,0.0,0.13636363636363635
6258,2,jessitron bsilverstrim77 fact start university would sole requirement graduation,80,9,0.0,0.0,0.0
6259,2,jesslaw ha actually going see yankee game weird sounds uncle house nj hour away,79,14,0.149,0.106,-0.3
